State,District,Block/Tehsil,Village,No. of Surface Flow Schemes Permanently not in use due to - Salinity,No. of Surface Flow Schemes Permanently not in use due to - Dried up,No. of Surface Flow Schemes Permanently not in use due to - Destroyed beyond repair,No. of Surface Flow Schemes Permanently not in use due to - Sinking,No. of Surface Flow Schemes Permanently not in use due to - Other reasons
ANDHRA PRADESH,Chittoor,Bangarupalem,Tekumanda,0,1,0,0,0
ANDHRA PRADESH,Kadapa,Yerraguntla,P.Gopalapuram,0,1,0,0,0
ANDHRA PRADESH,Visakhapatnam,Bheemunipatnam,Jayanthivani Agraharam,0,0,0,0,1
ANDHRA PRADESH,East Godavari,Devipatnam,Donalanka,0,0,1,0,0
ANDHRA PRADESH,Chittoor,Bangarupalem,Keeramanda,0,1,0,0,0
ANDHRA PRADESH,Prakasam,Kanigiri,Polavaram,0,1,0,0,0
ANDHRA PRADESH,Vizianagaram,Denkada,Pinatadivada,0,0,1,0,0
ANDHRA PRADESH,Prakasam,Ballikurava,Gorre Padu,0,0,0,0,2
ANDHRA PRADESH,East Godavari,Rampachodavaram,Kunjamveedhi,0,0,0,1,0
ANDHRA PRADESH,Prakasam,Ponnaluru,Rajolupadu,0,1,0,0,0
ANDHRA PRADESH,Visakhapatnam,Paravada,Pedamusidivada,0,0,0,0,11
ANDHRA PRADESH,Chittoor,Tirupati (Rural),Yogimallvaram,0,0,0,0,1
ANDHRA PRADESH,Anantapur,Yadiki,Nittoor,0,2,0,0,0
ANDHRA PRADESH,West Godavari,Nallajerla,Marellamudi,0,0,1,0,0
ANDHRA PRADESH,Prakasam,Ponnaluru,Lingam Gunta,0,1,0,0,0
ANDHRA PRADESH,Anantapur,Pamidi,Anumpalle,0,1,1,0,0
ANDHRA PRADESH,Prakasam,Veligandla,Marapagunta,0,1,0,0,0
ANDHRA PRADESH,Vizianagaram,Gummalakshmipuram,Kedaripuram,0,0,1,0,0
ANDHRA PRADESH,Srikakulam,Narasannapeta,Yarabadu,0,0,0,0,1
ANDHRA PRADESH,Anantapur,Pamidi,Kandlapalle,0,1,0,0,0
ANDHRA PRADESH,Vizianagaram,Gummalakshmipuram,Vangara,0,0,1,0,0
ANDHRA PRADESH,Anantapur,Gooty,Abbedoddi,0,1,0,0,0
ANDHRA PRADESH,Kadapa,Vallur,Vallur,0,4,0,0,0
ANDHRA PRADESH,East Godavari,Devipatnam,Thummuru,0,1,1,0,0
ANDHRA PRADESH,Kadapa,Vallur,Kotluru,0,18,1,1,0
ANDHRA PRADESH,Chittoor,B.Kothakota,B.Kothakota,0,17,0,0,0
ANDHRA PRADESH,Chittoor,Thamballapalle,Thamballapalle,0,13,0,0,0
ANDHRA PRADESH,Kadapa,Lakkireddipalle,Dinnepadu,0,2,0,0,0
ANDHRA PRADESH,East Godavari,Gokavaram,Gummalladuddi,0,1,0,0,1
ANDHRA PRADESH,Prakasam,Chandra Sekhara Puram,Chandra Sekhara Puram,0,1,0,0,0
ANDHRA PRADESH,Kadapa,Jammalamadugu,Dharmapuram,0,1,0,0,0
ANDHRA PRADESH,Guntur,Muppalla,Palidevarlapadu,0,0,0,0,1
ANDHRA PRADESH,Anantapur,Peddavadugur,Appecherla,0,1,0,0,0
ANDHRA PRADESH,Vizianagaram,Gummalakshmipuram,Gorada,0,0,1,0,0
ANDHRA PRADESH,Kadapa,Chinthakommadinne,Papasahebpet,0,1,0,0,0
ANDHRA PRADESH,Anantapur,Anantapur,Kandakur,0,0,0,0,2
ANDHRA PRADESH,Chittoor,Baireddipalle,Peddachellaragunta,0,1,0,0,0
ANDHRA PRADESH,Kurnool,Dhone,Venkatapuram,0,2,0,0,0
ANDHRA PRADESH,Chittoor,Kalakada,Gudibanda,0,4,0,0,0
ANDHRA PRADESH,Prakasam,Pedacherlo Palle,Pedavari Madugu,0,1,0,0,0
ANDHRA PRADESH,Kadapa,Atlur,Kamasamudram,0,2,0,0,0
ANDHRA PRADESH,Kurnool,Kolimigundla,Belum,0,0,0,0,1
ANDHRA PRADESH,Vizianagaram,Kurupam,Jumbiri,0,0,5,0,0
ANDHRA PRADESH,Vizianagaram,Gummalakshmipuram,Nellikikkuva,0,0,1,0,0
ANDHRA PRADESH,Prakasam,Kanigiri,Chakirala,0,1,0,0,0
ANDHRA PRADESH,Visakhapatnam,Nathavaram,Zilledipudi,0,0,0,0,1
ANDHRA PRADESH,Visakhapatnam,Narsipatnam,Vemulapudi,0,1,0,0,1
ANDHRA PRADESH,Anantapur,Pamidi,Palyam,0,2,0,0,0
ANDHRA PRADESH,Visakhapatnam,Anandapuram,Sontyam,0,3,0,0,1
ANDHRA PRADESH,Prakasam,Chandra Sekhara Puram,Regula Chilaka,0,1,0,0,0
ANDHRA PRADESH,West Godavari,Kamavarapukota,Tadikalapudi,0,0,0,0,2
ANDHRA PRADESH,Visakhapatnam,Bheemunipatnam,Mulakuddu(CT),0,0,0,0,1
ANDHRA PRADESH,Visakhapatnam,Chodavaram,Bhogapuram,0,0,0,0,1
ANDHRA PRADESH,Anantapur,Parigi,Utakur,0,0,3,0,0
ANDHRA PRADESH,Chittoor,Thamballapalle,Gangireddipalle,0,1,0,0,0
ANDHRA PRADESH,Vizianagaram,Gummalakshmipuram,Lumbesu,0,0,3,0,0
ANDHRA PRADESH,Prakasam,Chandra Sekhara Puram,Arivemula,0,1,0,0,0
ANDHRA PRADESH,West Godavari,Nallajerla,Pothavaram,0,0,1,0,0
ANDHRA PRADESH,West Godavari,Nallajerla,Prakasaraopalem,0,0,2,0,0
ANDHRA PRADESH,Kurnool,Dhone,Yapadinne,0,1,0,0,0
ANDHRA PRADESH,Chittoor,Bangarupalem,Mogili,0,2,0,0,0
ANDHRA PRADESH,Vizianagaram,Mentada,Gurlatammaraju Peta,0,0,0,0,1
ANDHRA PRADESH,Chittoor,Thavanampalle,Cherlopalle,0,9,0,0,0
ANDHRA PRADESH,West Godavari,Buttayagudem,Buttayagudem,0,0,0,0,1
ANDHRA PRADESH,Vizianagaram,Garugubilli,Seetharampuram,0,0,0,0,1
ANDHRA PRADESH,Chittoor,Tirupati (Urban),Konkachennaiahgunta,0,1,0,0,0
ANDHRA PRADESH,Anantapur,Yadiki,Chandana,0,2,0,0,0
ANDHRA PRADESH,Prakasam,Kanigiri,Bommireddi Palle,0,1,0,0,0
ANDHRA PRADESH,Chittoor,Yadamarri,Majara Kothapalle,0,4,0,0,0
ANDHRA PRADESH,Visakhapatnam,Pendurthi,Jerripothulapalem,0,0,0,0,1
ANDHRA PRADESH,Vizianagaram,Garugubilli,Markondaputti,0,0,0,0,2
ANDHRA PRADESH,Anantapur,Peddavadugur,Peddavadugur,0,2,0,0,0
ANDHRA PRADESH,Anantapur,Peddavadugur,Chitturu,0,0,0,1,0
ANDHRA PRADESH,Prakasam,Veligandla,Ramagopalapuram,0,2,0,0,0
ANDHRA PRADESH,Prakasam,Ballikurava,Vemavaram,0,0,0,0,2
ANDHRA PRADESH,Chittoor,Yerravaripalem,Kamalayyavaripalle,0,0,0,0,1
ANDHRA PRADESH,Kurnool,Veldurthi,Lanja Banda,0,6,0,0,0
ANDHRA PRADESH,Vizianagaram,Kurupam,Kitchada,0,7,0,0,0
ANDHRA PRADESH,Chittoor,Tirupati (Rural),Perur(CT),0,0,0,0,1
ANDHRA PRADESH,Visakhapatnam,Makavarapalem,Rachapalle,0,1,0,0,15
ANDHRA PRADESH,Visakhapatnam,Anandapuram,Vellanki,0,0,1,0,0
ANDHRA PRADESH,Prakasam,Kanigiri,Chirla Dinne,0,2,0,0,0
ANDHRA PRADESH,Chittoor,Satyavedu,Rallakuppam,0,0,0,0,3
ANDHRA PRADESH,Guntur,Guntur,China Palakaluru,0,1,0,0,0
ANDHRA PRADESH,East Godavari,Y. Ramavaram,P. Yerragonda,0,0,1,0,0
ANDHRA PRADESH,Kadapa,Lakkireddipalle,Kurnoothala,0,6,0,0,0
ANDHRA PRADESH,Anantapur,Kanekal,Malyam,0,3,0,0,0
ANDHRA PRADESH,Vizianagaram,Gummalakshmipuram,Chaparayibinnidi,0,0,3,0,0
ANDHRA PRADESH,Prakasam,Chandra Sekhara Puram,Bontha Vari Palle,0,2,0,0,0
ANDHRA PRADESH,Chittoor,Kalakada,Devalapalle,0,1,0,0,0
ANDHRA PRADESH,Sri Potti Sriramul,Ojili,Enuguwada,0,0,0,0,1
ANDHRA PRADESH,Vizianagaram,Gummalakshmipuram,Tholukharja,0,0,1,0,0
ANDHRA PRADESH,Chittoor,Satyavedu,Mallavaripalem,0,0,0,0,4
ANDHRA PRADESH,Kadapa,Veeraballe,Odiveedu,0,0,3,0,0
ANDHRA PRADESH,Prakasam,Chandra Sekhara Puram,Chintala Palem,0,1,0,0,0
ANDHRA PRADESH,Vizianagaram,Kurupam,Mantikonda,0,12,0,0,0
ANDHRA PRADESH,Visakhapatnam,Anandapuram,Gidijala,0,1,0,0,0
ANDHRA PRADESH,Chittoor,Thavanampalle,Diguva Magham,0,1,0,0,0
ANDHRA PRADESH,Prakasam,Pedacherlo Palle,Chinthagum Palle,0,2,0,0,0
ANDHRA PRADESH,Prakasam,Kanigiri,Vangapadu,0,2,0,0,0
ANDHRA PRADESH,Kadapa,Atlur,Madapur,0,3,0,0,0
ANDHRA PRADESH,Chittoor,Thavanampalle,Madhavaram,0,1,0,0,0
ANDHRA PRADESH,Prakasam,Chandra Sekhara Puram,Nallamadugula,0,1,0,0,0
ANDHRA PRADESH,Chittoor,Satyavedu,Madanapalem,0,0,1,0,0
ANDHRA PRADESH,Chittoor,Thamballapalle,Kannemadugu,0,13,2,0,0
ANDHRA PRADESH,Chittoor,Satyavedu,Cherivi,0,0,0,0,8
ANDHRA PRADESH,Chittoor,B.Kothakota,Gollapalle,0,14,0,0,0
ANDHRA PRADESH,Kadapa,Chakrayapet,Gotlamitta,0,1,0,0,0
ANDHRA PRADESH,Chittoor,Thamballapalle,Kotala,0,1,0,0,0
ANDHRA PRADESH,West Godavari,Denduluru,Challapalle,0,0,0,0,1
ANDHRA PRADESH,East Godavari,Rampachodavaram,Madicherla,0,0,0,0,2
ANDHRA PRADESH,Kurnool,Peapally,Pothidoddi,0,0,0,0,3
ANDHRA PRADESH,Chittoor,Thavanampalle,Thavanampalle Puttur,0,5,0,0,0
ANDHRA PRADESH,Vizianagaram,Garugubilli,Sunki,0,0,0,0,9
ANDHRA PRADESH,Vizianagaram,Kurupam,Podisa,0,0,8,0,0
ANDHRA PRADESH,Prakasam,Veligandla,Kotala Palle,0,1,0,0,0
ANDHRA PRADESH,Anantapur,Parigi,Sasanakota,0,0,12,0,0
ANDHRA PRADESH,Visakhapatnam,Nathavaram,Yellavaram Dondapeta,0,1,0,0,1
ANDHRA PRADESH,Kadapa,Chinthakommadinne,Kammavaripalle,0,1,0,0,0
ANDHRA PRADESH,Prakasam,Kanigiri,Sankavaram,0,1,0,0,0
ANDHRA PRADESH,Vizianagaram,Gummalakshmipuram,Kudda,0,0,1,0,0
ANDHRA PRADESH,Prakasam,Peda Araveedu,Kalanuthala,0,0,0,0,3
ANDHRA PRADESH,Chittoor,Ramachandrapuram,Nennur,0,0,0,0,1
ANDHRA PRADESH,East Godavari,Yeleswaram,Peddanapalle,1,0,0,0,0
ANDHRA PRADESH,Anantapur,Pamidi,Pogarur,0,0,1,0,0
ANDHRA PRADESH,Vizianagaram,Balijipeta,Chilkalapalle,0,2,0,0,0
ANDHRA PRADESH,Vizianagaram,Gummalakshmipuram,Alavadda,0,0,2,0,0
ANDHRA PRADESH,Anantapur,Gooty,Erragudi,0,1,0,0,0
ANDHRA PRADESH,West Godavari,Nallajerla,Nallajerla,0,0,6,0,0
ANDHRA PRADESH,Prakasam,Naguluppala Padu,Cheervanuppala Padu,0,0,1,0,0
ANDHRA PRADESH,Anantapur,Anantapur,Rachanapalle,0,0,0,0,1
ANDHRA PRADESH,Prakasam,Pedacherlo Palle,Marella,0,1,0,0,0
ANDHRA PRADESH,Kurnool,Kolimigundla,Thollamadugu,0,0,0,0,4
ANDHRA PRADESH,Vizianagaram,Kurupam,Gujjuvai,0,7,0,0,0
ANDHRA PRADESH,Guntur,Bollapalle,Garikapadu,0,2,0,0,0
ANDHRA PRADESH,Chittoor,Chinnagottigallu,Devarakonda,0,13,0,0,0
ANDHRA PRADESH,Kadapa,Pendlimarri,Ganganapalle,0,0,0,0,1
ANDHRA PRADESH,Chittoor,Yadamarri,Kanathalacheruvu,0,1,0,0,0
ANDHRA PRADESH,Vizianagaram,Mentada,Pittada,0,0,0,0,3
ANDHRA PRADESH,East Godavari,Peddapuram,Anuru,0,2,1,0,0
ANDHRA PRADESH,Sri Potti Sriramul,Sydapuram,Ramasagaram,0,1,0,0,0
ANDHRA PRADESH,Kadapa,Yerraguntla,T.Sunkesala,0,1,0,0,0
ANDHRA PRADESH,Visakhapatnam,Sabbavaram,Boduvalasa,0,0,0,0,1
ANDHRA PRADESH,Kadapa,Chakrayapet,Kondappagaripalle,0,2,0,0,0
ANDHRA PRADESH,Chittoor,Tirupati (Urban),Akkarampalle(CT),0,3,0,0,0
ANDHRA PRADESH,Kadapa,Veerapunayunipalle,Kommaddi,0,0,0,0,2
ANDHRA PRADESH,Prakasam,Veligandla,Mogallur,0,3,0,0,0
ANDHRA PRADESH,Prakasam,Pedacherlo Palle,Neredu Palle,0,2,0,0,0
ANDHRA PRADESH,Kurnool,Gonegandla,Pedda Nelatur,0,1,0,0,0
ANDHRA PRADESH,Sri Potti Sriramul,Venkatagiri,Venkatagiri(M),0,0,0,0,1
ANDHRA PRADESH,Kurnool,Kolimigundla,Korumanipalle,0,0,0,0,3
ANDHRA PRADESH,Prakasam,Chandra Sekhara Puram,Bodavula Dinne,0,2,0,0,0
ANDHRA PRADESH,Chittoor,Bangarupalem,Nallangadu,0,1,0,0,0
ANDHRA PRADESH,West Godavari,Nallajerla,Chodavaram (West),0,0,4,0,0
ANDHRA PRADESH,West Godavari,Devarapalle,Kurukuru,0,2,0,0,0
ANDHRA PRADESH,Vizianagaram,Gummalakshmipuram,Tadikonda,0,0,5,0,0
ANDHRA PRADESH,Kadapa,Jammalamadugu,Peddandlur,0,4,0,0,0
ANDHRA PRADESH,Prakasam,Kanigiri,Kanigiri (U)(CT),0,1,0,0,0
ANDHRA PRADESH,Prakasam,Ballikurava,Mukteswaram,0,0,0,0,1
ANDHRA PRADESH,Kadapa,Chinthakommadinne,Rudrayagaripalle,0,1,0,0,0
ANDHRA PRADESH,Chittoor,B.Kothakota,Gattu,0,50,0,0,0
ANDHRA PRADESH,Chittoor,Thavanampalle,Paimagham,0,1,0,0,0
ANDHRA PRADESH,Sri Potti Sriramul,Sydapuram,Perumallapadu,0,0,0,0,1
ANDHRA PRADESH,Chittoor,Baireddipalle,Alapalle,0,2,0,0,0
ANDHRA PRADESH,Chittoor,Satyavedu,Kolladam,0,0,0,0,2
ANDHRA PRADESH,Anantapur,Nallamada,Vellamaddi,0,1,0,0,0
ANDHRA PRADESH,Anantapur,Parigi,Moda,0,0,4,0,0
ANDHRA PRADESH,Prakasam,Chandra Sekhara Puram,Ambavaram,0,2,0,0,0
ANDHRA PRADESH,Visakhapatnam,Bheemunipatnam,Bheemunipatnam (M),0,0,0,0,2
ANDHRA PRADESH,Kurnool,Kodumur,Laddagiri,0,0,0,0,1
ANDHRA PRADESH,Kurnool,Kolimigundla,Hanumanthagundam,0,0,0,0,1
ANDHRA PRADESH,Prakasam,Pedacherlo Palle,Chinavari Madugu,0,1,0,0,0
ANDHRA PRADESH,Chittoor,Bangarupalem,Nalagampalle,0,3,0,0,0
ANDHRA PRADESH,Chittoor,Thamballapalle,Diguvapalem,0,1,0,0,0
ANDHRA PRADESH,Anantapur,Kanekal,Sollapuram,0,5,0,0,0
ANDHRA PRADESH,Kadapa,Vallur,Tappetla,0,1,0,0,0
ANDHRA PRADESH,Vizianagaram,Gummalakshmipuram,Lovalakshmipuram,0,0,2,0,0
ANDHRA PRADESH,Kurnool,Gonegandla,Errabadu,0,5,0,0,0
ANDHRA PRADESH,West Godavari,Buttayagudem,Yerrayagudem,0,0,1,0,4
ANDHRA PRADESH,Anantapur,Kundurpi,Kundurpi,0,1,0,0,0
ANDHRA PRADESH,Anantapur,Peddavadugur,Molakathalla,0,2,0,0,0
ANDHRA PRADESH,Kadapa,Chakrayapet,Kuppam,0,11,0,0,0
ANDHRA PRADESH,Vizianagaram,Kurupam,Kurupam,0,0,0,0,1
ANDHRA PRADESH,Anantapur,Anantapur,Kamarupalle,0,0,1,0,0
ANDHRA PRADESH,Anantapur,Gooty,Peddoddi,0,1,0,0,0
ANDHRA PRADESH,West Godavari,Nallajerla,Anumunilanka,0,0,3,0,0
ANDHRA PRADESH,Kadapa,Veerapunayunipalle,Talapanur,0,0,0,0,1
ANDHRA PRADESH,Visakhapatnam,Visakhapatnam (Rural),GVMC (Part)(GVMC),0,3,0,0,0
ANDHRA PRADESH,Chittoor,Thavanampalle,Eachaneri,0,3,0,0,0
ANDHRA PRADESH,West Godavari,Devarapalle,Yernagudem,0,2,0,0,0
ANDHRA PRADESH,Kadapa,Chakrayapet,Marellamadaka,0,1,2,1,0
ANDHRA PRADESH,Anantapur,Parigi,Vittapalle,0,0,8,0,0
ANDHRA PRADESH,Anantapur,Pamidi,Pamidi,0,0,3,0,1
ANDHRA PRADESH,Chittoor,Yadamarri,Periyambadi,0,2,0,0,0
ANDHRA PRADESH,Kadapa,Chakrayapet,Addalamarri,0,0,0,1,0
ANDHRA PRADESH,Vizianagaram,Gummalakshmipuram,Kothalikkidi,0,0,1,0,0
ANDHRA PRADESH,Chittoor,Pileru,Agraharam,0,1,0,0,0
ANDHRA PRADESH,Anantapur,Gooty,Karadikonda,0,1,0,0,0
ANDHRA PRADESH,Chittoor,Thavanampalle,Mathyam,0,1,0,0,0
ANDHRA PRADESH,Anantapur,Parigi,Parigi,0,0,5,0,0
ANDHRA PRADESH,Chittoor,Yadamarri,Madhavaram,0,2,0,0,0
ANDHRA PRADESH,Anantapur,Peddavadugur,Dimmagudi,0,1,0,0,2
ANDHRA PRADESH,Anantapur,Gooty,Jakkalacheruvu,0,1,0,0,0
ANDHRA PRADESH,Chittoor,Bangarupalem,Kalvamogilappa Kandrig,0,1,0,0,0
ANDHRA PRADESH,West Godavari,Buttayagudem,Cheemalavarigudem,0,0,0,0,2
ANDHRA PRADESH,Vizianagaram,Gummalakshmipuram,Ranasingi,0,0,1,0,0
ANDHRA PRADESH,Kurnool,Chippagiri,Thimmapuram,0,1,0,0,0
ANDHRA PRADESH,Prakasam,Chandra Sekhara Puram,Kambham Padu,0,1,0,0,0
ANDHRA PRADESH,Kadapa,Jammalamadugu,Vemaguntapalle,0,9,0,0,0
ANDHRA PRADESH,Chittoor,Yadamarri,Kukkalapalle,0,5,0,0,0
ANDHRA PRADESH,Prakasam,Chandra Sekhara Puram,Kotha Palle,0,1,0,0,0
ANDHRA PRADESH,Vizianagaram,Gummalakshmipuram,Gedrajola,0,0,1,0,0
ANDHRA PRADESH,Anantapur,Yadiki,Puppala,0,2,0,0,0
ANDHRA PRADESH,Chittoor,Yadamarri,Otivaripalle,0,1,0,0,0
ANDHRA PRADESH,Prakasam,Kanigiri,Guravajipeta,0,2,0,0,0
ANDHRA PRADESH,Anantapur,Bukkapatnam,Siddarampuram,0,1,0,0,0
ANDHRA PRADESH,Anantapur,Peddavadugur,Medimakulapalle,0,0,0,0,1
ANDHRA PRADESH,Kadapa,Brahmamgarimattam,Papireddipalle,0,1,0,0,0
ANDHRA PRADESH,Kadapa,Chakrayapet,Kumarakalva,0,3,0,0,0
ANDHRA PRADESH,Sri Potti Sriramul,Sullurpeta,Yerrabalem(CT),0,0,0,0,1
ANDHRA PRADESH,Chittoor,Chandragiri,Kondreddy Khandriga,0,2,0,0,0
ANDHRA PRADESH,Chittoor,Thavanampalle,Karakampalle,0,6,0,0,0
ANDHRA PRADESH,Chittoor,Yadamarri,Madireddipalle,0,4,0,0,0
ANDHRA PRADESH,Chittoor,Thamballapalle,Marrimakulapalle,0,10,0,1,0
ANDHRA PRADESH,Visakhapatnam,Nathavaram,Anantha Padmanabhapura,0,0,0,0,10
ANDHRA PRADESH,Kurnool,Dhone,Udumulapadu,0,1,0,0,0
ANDHRA PRADESH,East Godavari,Kotananduru,Kakarapalle,0,0,0,0,1
ANDHRA PRADESH,Visakhapatnam,Paravada,Cheepurupalle (East ),0,0,0,0,1
ANDHRA PRADESH,Anantapur,Singanamala,Chennavaram,0,8,0,0,0
ANDHRA PRADESH,Prakasam,Pedacherlo Palle,Lakshmakka Palle,0,1,0,0,0
ANDHRA PRADESH,Anantapur,Parigi,Beechiganipalle,0,0,6,0,0
ANDHRA PRADESH,Prakasam,Kanigiri,Gudipadu,0,1,0,0,0
ANDHRA PRADESH,Visakhapatnam,G.Madugula,Cheekumbanda,0,0,0,0,1
ANDHRA PRADESH,Vizianagaram,Kurupam,Jarada,0,0,4,0,0
ANDHRA PRADESH,Vizianagaram,Gummalakshmipuram,Rayaghadajammu,0,0,1,0,0
ANDHRA PRADESH,Prakasam,Chandra Sekhara Puram,Darsigunta Peta,0,1,0,0,0
ANDHRA PRADESH,Anantapur,Amadagur,Cheekirevulapalle,0,1,0,0,0
ANDHRA PRADESH,Srikakulam,Narasannapeta,Gopalapenta,0,0,0,0,2
ANDHRA PRADESH,Chittoor,Yadamarri,Kammapalle,0,1,0,0,0
ANDHRA PRADESH,Sri Potti Sriramul,Gudur,Kandali,0,0,0,0,1
ANDHRA PRADESH,Prakasam,Kanigiri,Jammalamadaka,0,1,0,0,0
ANDHRA PRADESH,Anantapur,Gooty,Mamadur,0,1,0,0,0
ANDHRA PRADESH,Visakhapatnam,Hukumpeta,Kunturla,0,0,0,0,1
ANDHRA PRADESH,Anantapur,Amarapuram,Valasa,0,0,4,0,0
ANDHRA PRADESH,Kadapa,Jammalamadugu,Thugutlapalle,0,5,0,0,0
ANDHRA PRADESH,Chittoor,Nagalapuram,Sadasiva Sankarapuram,0,0,0,0,1
ANDHRA PRADESH,Sri Potti Sriramul,Ojili,Rachapalem,0,0,0,0,1
ANDHRA PRADESH,Kadapa,Lakkireddipalle,Maddirevula,0,11,0,0,0
ANDHRA PRADESH,Chittoor,Thavanampalle,Gandupalle,0,1,0,0,0
ANDHRA PRADESH,Kadapa,Lingala,Lingala,0,0,1,0,0
ANDHRA PRADESH,Kadapa,Brahmamgarimattam,Rekalakunta,0,1,0,0,0
ANDHRA PRADESH,Kurnool,Gonegandla,Ganjihalli,0,1,0,0,0
ANDHRA PRADESH,Chittoor,Srikalahasti,Appalayagunta,0,0,0,0,1
ANDHRA PRADESH,Chittoor,Thavanampalle,Aragonda,0,8,0,0,0
ANDHRA PRADESH,Chittoor,Yerravaripalem,Ellamanda,0,0,0,0,2
ANDHRA PRADESH,Anantapur,Kanekal,Meenahalli,0,2,0,0,0
ANDHRA PRADESH,Kurnool,Kodumur,Pulakurthy,0,0,0,0,1
ANDHRA PRADESH,Visakhapatnam,Pendurthi,Rajayyapeta,0,0,0,0,1
ANDHRA PRADESH,Kadapa,Duvvur,Gudipadu,0,3,0,0,0
ANDHRA PRADESH,Prakasam,Yeddana Pudi,Punuru,0,0,1,0,0
ANDHRA PRADESH,Prakasam,Chandra Sekhara Puram,Venkataya Cheruvu,0,1,0,0,0
ANDHRA PRADESH,Anantapur,Anantapur,Kurugunta,0,0,1,0,1
ANDHRA PRADESH,Kurnool,Kolimigundla,Itikala,0,0,0,0,2
ANDHRA PRADESH,Chittoor,Yerravaripalem,Yerravaripalem,0,0,0,1,0
ANDHRA PRADESH,Visakhapatnam,Bheemunipatnam,Bodametlapalem,0,0,0,0,1
ANDHRA PRADESH,Kurnool,Veldurthi,Sho.Peremula,0,1,0,0,0
ANDHRA PRADESH,Kurnool,Kodumur,Mudumalagurthy,0,0,0,0,1
ANDHRA PRADESH,Chittoor,Chinnagottigallu,Chinnagotti Gallu,1,16,0,0,0
ANDHRA PRADESH,Anantapur,Peddavadugur,G. Venkatampalle,0,0,0,1,0
ANDHRA PRADESH,Vizianagaram,Gummalakshmipuram,Gunada,0,0,3,0,0
ANDHRA PRADESH,Prakasam,Kotha Patnam,Alluru Kotha Patnam,0,24,0,0,0
ANDHRA PRADESH,Chittoor,Yadamarri,Gollapalle,0,7,0,0,0
ANDHRA PRADESH,Chittoor,Varadaiahpalem,Siddamma Agraharam,0,0,0,0,1
ANDHRA PRADESH,Vizianagaram,Gummalakshmipuram,Regidi,0,0,1,0,0
ANDHRA PRADESH,Vizianagaram,Pachipenta,Cherukupalle,0,0,0,0,3
ANDHRA PRADESH,Chittoor,B.Kothakota,Bayyappagaripalle,0,21,0,0,0
ANDHRA PRADESH,Anantapur,Singanamala,Salakamcheruvu,0,2,0,0,0
ANDHRA PRADESH,Prakasam,Chandra Sekhara Puram,Komatigunta,0,1,0,0,0
ANDHRA PRADESH,Vizianagaram,Kurupam,Dandusura,0,1,0,0,0
ANDHRA PRADESH,Kadapa,Atlur,Muthukur,0,2,0,0,0
ANDHRA PRADESH,Chittoor,Thottambedu,Gunteligunta @ L.N.P,0,0,0,0,3
ANDHRA PRADESH,Prakasam,Kotha Patnam,Padarthi,0,9,0,0,0
ANDHRA PRADESH,Anantapur,Peddavadugur,Gooty Ananta Puram,0,0,0,1,0
ANDHRA PRADESH,Kadapa,Atlur,Nallayapalle,0,1,0,0,0
ANDHRA PRADESH,Chittoor,Yadamarri,Patrapalle,0,3,0,0,0
ANDHRA PRADESH,East Godavari,Devipatnam,Choppakonda,0,2,0,0,0
ANDHRA PRADESH,Prakasam,Chandra Sekhara Puram,Vatla Bayulu,0,2,0,0,0
ANDHRA PRADESH,Anantapur,Narpala,Gugudu,0,0,1,0,0
ANDHRA PRADESH,East Godavari,Gokavaram,Gokavaram,0,0,0,3,0
ANDHRA PRADESH,Vizianagaram,Gummalakshmipuram,Dolukona,0,0,1,0,0
ANDHRA PRADESH,Prakasam,Chandra Sekhara Puram,Pedagogulapalle,0,2,0,0,0
ANDHRA PRADESH,Kurnool,Gonegandla,Pedda Marriveedu,0,2,0,0,0
ANDHRA PRADESH,Visakhapatnam,Butchayyapeta,Rajam,0,1,0,0,0
ANDHRA PRADESH,Vizianagaram,Kothavalasa,Musiram,0,0,1,0,0
ANDHRA PRADESH,Prakasam,Kanigiri,Dirisavancha,0,1,0,0,0
ANDHRA PRADESH,Prakasam,Kanigiri,China Irlapadu,0,1,0,0,0
ANDHRA PRADESH,Kadapa,Jammalamadugu,Sunnapurallapalle,0,5,0,0,0
ANDHRA PRADESH,East Godavari,Kotananduru,K. E. Chinnayyapalem,0,0,0,0,1
ANDHRA PRADESH,Vizianagaram,Gummalakshmipuram,Mangalapuram,0,0,1,0,0
ANDHRA PRADESH,Chittoor,Thavanampalle,Pallecheruvu,0,4,0,0,0
ANDHRA PRADESH,Chittoor,Bangarupalem,Gollapalle,0,1,0,0,0
ANDHRA PRADESH,West Godavari,Nallajerla,Avapadu,0,0,8,0,0
ANDHRA PRADESH,Chittoor,Satyavedu,Irugulam,0,0,0,0,3
ANDHRA PRADESH,Srikakulam,Gara,Ampolu,0,0,0,0,1
ANDHRA PRADESH,East Godavari,Devipatnam,Velagapalle,0,0,1,0,0
ANDHRA PRADESH,Visakhapatnam,Pendurthi,Sowbhagya Rayapuram,0,0,0,0,1
ANDHRA PRADESH,Sri Potti Sriramul,Ojili,Bhatlakanupuru,0,0,0,0,1
ANDHRA PRADESH,Vizianagaram,Kothavalasa,Rayapurajupeta,0,0,1,0,0
ANDHRA PRADESH,Chittoor,Yadamarri,Bhoomireddipalle,0,2,0,0,0
ANDHRA PRADESH,Vizianagaram,Gummalakshmipuram,Lada,0,0,1,0,0
ANDHRA PRADESH,Sri Potti Sriramul,Gudur,Reddigunta,0,0,1,0,0
