State,District,Block/Tehsil,Village,values,problem
ANDHRA PRADESH,Anantapur,Dharmavaram,Ravulacheruvu,0,Factory_waste
ANDHRA PRADESH,Anantapur,Dharmavaram,Ravulacheruvu,0,Project
ANDHRA PRADESH,Anantapur,Dharmavaram,Ravulacheruvu,0,Others
ANDHRA PRADESH,Anantapur,Dharmavaram,Regatipalle,0,Salinity
ANDHRA PRADESH,Anantapur,Dharmavaram,Regatipalle,4,Dried_up
ANDHRA PRADESH,Anantapur,Dharmavaram,Regatipalle,0,Destroyed
ANDHRA PRADESH,Anantapur,Dharmavaram,Regatipalle,0,Sea_water
ANDHRA PRADESH,Anantapur,Dharmavaram,Regatipalle,0,Factory_waste
ANDHRA PRADESH,Anantapur,Dharmavaram,Regatipalle,0,Project
ANDHRA PRADESH,Anantapur,Dharmavaram,Regatipalle,0,Others
ANDHRA PRADESH,Anantapur,Dharmavaram,Subbaraopeta,0,Salinity
ANDHRA PRADESH,Anantapur,Dharmavaram,Subbaraopeta,2,Dried_up
ANDHRA PRADESH,Anantapur,Dharmavaram,Subbaraopeta,0,Destroyed
ANDHRA PRADESH,Anantapur,Dharmavaram,Subbaraopeta,0,Sea_water
ANDHRA PRADESH,Anantapur,Dharmavaram,Subbaraopeta,0,Factory_waste
ANDHRA PRADESH,Anantapur,Dharmavaram,Subbaraopeta,0,Project
ANDHRA PRADESH,Anantapur,Dharmavaram,Subbaraopeta,0,Others
ANDHRA PRADESH,Anantapur,Gandlapenta,Gandlapenta,0,Salinity
ANDHRA PRADESH,Anantapur,Gandlapenta,Gandlapenta,0,Dried_up
ANDHRA PRADESH,Anantapur,Gandlapenta,Gandlapenta,121,Destroyed
ANDHRA PRADESH,Anantapur,Gandlapenta,Gandlapenta,0,Sea_water
ANDHRA PRADESH,Anantapur,Gandlapenta,Gandlapenta,0,Factory_waste
ANDHRA PRADESH,Anantapur,Gandlapenta,Gandlapenta,0,Project
ANDHRA PRADESH,Anantapur,Gandlapenta,Gandlapenta,0,Others
ANDHRA PRADESH,Anantapur,Gandlapenta,Godduvelagala,0,Salinity
ANDHRA PRADESH,Anantapur,Gandlapenta,Godduvelagala,0,Dried_up
ANDHRA PRADESH,Anantapur,Gandlapenta,Godduvelagala,18,Destroyed
ANDHRA PRADESH,Anantapur,Gandlapenta,Godduvelagala,0,Sea_water
ANDHRA PRADESH,Anantapur,Gandlapenta,Godduvelagala,0,Factory_waste
ANDHRA PRADESH,Anantapur,Gandlapenta,Godduvelagala,0,Project
ANDHRA PRADESH,Anantapur,Gandlapenta,Godduvelagala,0,Others
ANDHRA PRADESH,Anantapur,Gandlapenta,Kurumamidi,0,Salinity
ANDHRA PRADESH,Anantapur,Gandlapenta,Kurumamidi,0,Dried_up
ANDHRA PRADESH,Anantapur,Gandlapenta,Kurumamidi,1,Destroyed
ANDHRA PRADESH,Anantapur,Gandlapenta,Kurumamidi,0,Sea_water
ANDHRA PRADESH,Anantapur,Gandlapenta,Kurumamidi,0,Factory_waste
ANDHRA PRADESH,Anantapur,Gandlapenta,Kurumamidi,0,Project
ANDHRA PRADESH,Anantapur,Gandlapenta,Kurumamidi,0,Others
ANDHRA PRADESH,Anantapur,Gandlapenta,Maddivarigondi,0,Salinity
ANDHRA PRADESH,Anantapur,Gandlapenta,Maddivarigondi,0,Dried_up
ANDHRA PRADESH,Anantapur,Gandlapenta,Maddivarigondi,10,Destroyed
ANDHRA PRADESH,Anantapur,Gandlapenta,Maddivarigondi,0,Sea_water
ANDHRA PRADESH,Anantapur,Gandlapenta,Maddivarigondi,0,Factory_waste
ANDHRA PRADESH,Anantapur,Gandlapenta,Maddivarigondi,0,Project
ANDHRA PRADESH,Anantapur,Gandlapenta,Maddivarigondi,0,Others
ANDHRA PRADESH,Anantapur,Garladinne,Budedu,1,Salinity
ANDHRA PRADESH,Anantapur,Garladinne,Budedu,0,Dried_up
ANDHRA PRADESH,Anantapur,Garladinne,Budedu,1,Destroyed
ANDHRA PRADESH,Anantapur,Garladinne,Budedu,0,Sea_water
ANDHRA PRADESH,Anantapur,Garladinne,Budedu,0,Factory_waste
ANDHRA PRADESH,Anantapur,Garladinne,Budedu,0,Project
ANDHRA PRADESH,Anantapur,Garladinne,Budedu,0,Others
ANDHRA PRADESH,Anantapur,Garladinne,Jambuladinne,0,Salinity
ANDHRA PRADESH,Anantapur,Garladinne,Jambuladinne,1,Dried_up
ANDHRA PRADESH,Anantapur,Garladinne,Jambuladinne,0,Destroyed
ANDHRA PRADESH,Anantapur,Garladinne,Jambuladinne,0,Sea_water
ANDHRA PRADESH,Anantapur,Garladinne,Jambuladinne,0,Factory_waste
ANDHRA PRADESH,Anantapur,Garladinne,Jambuladinne,0,Project
ANDHRA PRADESH,Anantapur,Garladinne,Jambuladinne,0,Others
